S|P|O|S_ID|P_ID|O_ID
TCTEX1D2|causes or contributes to condition|short rib-polydactyly syndrome|http://www.ncbi.nlm.nih.gov/gene/255758|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0015461
WDR35|causes or contributes to condition|short rib-polydactyly syndrome|http://www.ncbi.nlm.nih.gov/gene/57539|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0015461
TCTEX1D2|participates_in|Intraflagellar transport|http://www.ncbi.nlm.nih.gov/gene/255758|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5620924
IFT122|participates_in|Intraflagellar transport|http://www.ncbi.nlm.nih.gov/gene/55764|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5620924
TCTEX1D2|participates_in|Organelle biogenesis and maintenance|http://www.ncbi.nlm.nih.gov/gene/255758|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1852241
IFT140|participates_in|Organelle biogenesis and maintenance|http://www.ncbi.nlm.nih.gov/gene/9742|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1852241
WDR19|participates_in|Organelle biogenesis and maintenance|http://www.ncbi.nlm.nih.gov/gene/57728|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1852241
IFT22|participates_in|Organelle biogenesis and maintenance|http://www.ncbi.nlm.nih.gov/gene/64792|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1852241
HSPB11|participates_in|Intraflagellar transport|http://www.ncbi.nlm.nih.gov/gene/51668|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5620924
TCTEX1D2|participates_in|Cilium Assembly|http://www.ncbi.nlm.nih.gov/gene/255758|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5617833
IFT27|participates_in|Cilium Assembly|http://www.ncbi.nlm.nih.gov/gene/11020|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5617833
