source_node,target_node,num_paths
TCTEX1D2,WDR35,5
TCTEX1D2,IFT122,4
TCTEX1D2,IFT140,4
TCTEX1D2,WDR19,4
TCTEX1D2,IFT22,4
TCTEX1D2,HSPB11,4
TCTEX1D2,IFT27,5
TCTEX1D2,IFT43,5
TCTEX1D2,IFT46,4
TCTEX1D2,IFT80,5
TCTEX1D2,IFT81,4
TCTEX1D2,WDR34,5
TCTEX1D2,DYNC2H1,6
TCTEX1D2,DYNC2LI1,5
TCTEX1D2,WDR60,6
TCTEX1D2,DYNLL2,4
TCTEX1D2,DYNLT1,1
TCTEX1D2,DYNLRB1,4
TCTEX1D2,DYNLL1,4
TCTEX1D2,DYNLRB2,4
TCTEX1D2,DYNLT3,1
WDR35,IFT122,17
WDR35,IFT140,8
WDR35,WDR19,9
WDR35,IFT22,4
WDR35,HSPB11,4
WDR35,IFT27,5
WDR35,IFT43,6
WDR35,IFT46,4
WDR35,IFT80,6
WDR35,IFT81,4
IFT122,WDR35,17
IFT122,IFT140,9
IFT122,WDR19,10
IFT122,IFT22,4
IFT122,HSPB11,4
IFT122,IFT27,5
IFT122,IFT43,6
IFT122,IFT46,4
IFT122,IFT80,8
IFT122,IFT81,4
IFT140,WDR35,8
IFT140,IFT122,9
IFT140,WDR19,10
IFT140,IFT22,4
IFT140,HSPB11,4
IFT140,IFT27,5
IFT140,IFT43,5
IFT140,IFT46,4
IFT140,IFT80,7
IFT140,IFT81,4
WDR19,WDR35,9
WDR19,IFT122,10
WDR19,IFT140,10
WDR19,IFT22,4
WDR19,HSPB11,4
WDR19,IFT27,5
WDR19,IFT43,6
WDR19,IFT46,4
WDR19,IFT80,7
WDR19,IFT81,4
IFT22,WDR35,4
IFT22,IFT122,4
IFT22,IFT140,4
IFT22,WDR19,4
IFT22,HSPB11,4
IFT22,IFT27,4
IFT22,IFT43,4
IFT22,IFT46,4
IFT22,IFT80,4
IFT22,IFT81,4
HSPB11,WDR35,4
HSPB11,IFT122,4
HSPB11,IFT140,4
HSPB11,WDR19,4
HSPB11,IFT22,4
HSPB11,IFT27,4
HSPB11,IFT43,4
HSPB11,IFT46,4
HSPB11,IFT80,4
HSPB11,IFT81,4
IFT27,WDR35,5
IFT27,IFT122,5
IFT27,IFT140,5
IFT27,WDR19,5
IFT27,IFT22,4
IFT27,HSPB11,4
IFT27,IFT43,6
IFT27,IFT46,4
IFT27,IFT80,6
IFT27,IFT81,4
IFT43,WDR35,6
IFT43,IFT122,6
IFT43,IFT140,5
IFT43,WDR19,6
IFT43,IFT22,4
IFT43,HSPB11,4
IFT43,IFT27,6
IFT43,IFT46,4
IFT43,IFT80,6
IFT43,IFT81,4
IFT46,WDR35,4
IFT46,IFT122,4
IFT46,IFT140,4
IFT46,WDR19,4
IFT46,IFT22,4
IFT46,HSPB11,4
IFT46,IFT27,4
IFT46,IFT43,4
IFT46,IFT80,4
IFT46,IFT81,4
IFT80,WDR35,6
IFT80,IFT122,8
IFT80,IFT140,7
IFT80,WDR19,7
IFT80,IFT22,4
IFT80,HSPB11,4
IFT80,IFT27,6
IFT80,IFT43,6
IFT80,IFT46,4
IFT80,IFT81,4
IFT81,WDR35,4
IFT81,IFT122,4
IFT81,IFT140,4
IFT81,WDR19,4
IFT81,IFT22,4
IFT81,HSPB11,4
IFT81,IFT27,4
IFT81,IFT43,4
IFT81,IFT46,4
IFT81,IFT80,4
WDR34,WDR35,7
WDR34,IFT122,5
WDR34,IFT140,6
WDR34,WDR19,6
WDR34,IFT22,4
WDR34,HSPB11,4
WDR34,IFT27,5
WDR34,IFT43,5
WDR34,IFT46,4
WDR34,IFT80,7
WDR34,IFT81,4
WDR34,TCTEX1D2,5
WDR34,DYNC2H1,7
WDR34,DYNC2LI1,7
WDR34,WDR60,8
WDR34,DYNLL2,4
WDR34,DYNLT1,1
WDR34,DYNLRB1,4
WDR34,DYNLL1,4
WDR34,DYNLRB2,4
WDR34,DYNLT3,1
DYNC2H1,WDR35,9
DYNC2H1,IFT122,8
DYNC2H1,IFT140,8
DYNC2H1,WDR19,8
DYNC2H1,IFT22,4
DYNC2H1,HSPB11,4
DYNC2H1,IFT27,5
DYNC2H1,IFT43,5
DYNC2H1,IFT46,4
DYNC2H1,IFT80,8
DYNC2H1,IFT81,4
DYNC2H1,TCTEX1D2,6
DYNC2H1,WDR34,7
DYNC2H1,DYNC2LI1,6
DYNC2H1,WDR60,9
DYNC2H1,DYNLL2,4
DYNC2H1,DYNLT1,1
DYNC2H1,DYNLRB1,4
DYNC2H1,DYNLL1,5
DYNC2H1,DYNLRB2,4
DYNC2H1,DYNLT3,1
DYNC2LI1,WDR35,6
DYNC2LI1,IFT122,6
DYNC2LI1,IFT140,7
DYNC2LI1,WDR19,7
DYNC2LI1,IFT22,4
DYNC2LI1,HSPB11,4
DYNC2LI1,IFT27,5
DYNC2LI1,IFT43,5
DYNC2LI1,IFT46,4
DYNC2LI1,IFT80,7
DYNC2LI1,IFT81,4
DYNC2LI1,TCTEX1D2,5
DYNC2LI1,WDR34,7
DYNC2LI1,DYNC2H1,6
DYNC2LI1,WDR60,7
DYNC2LI1,DYNLL2,4
DYNC2LI1,DYNLT1,1
DYNC2LI1,DYNLRB1,4
DYNC2LI1,DYNLL1,5
DYNC2LI1,DYNLRB2,4
DYNC2LI1,DYNLT3,1
WDR60,WDR35,7
WDR60,IFT122,6
WDR60,IFT140,6
WDR60,WDR19,6
WDR60,IFT22,4
WDR60,HSPB11,4
WDR60,IFT27,6
WDR60,IFT43,6
WDR60,IFT46,4
WDR60,IFT80,9
WDR60,IFT81,4
WDR60,TCTEX1D2,6
WDR60,WDR34,8
WDR60,DYNC2H1,9
WDR60,DYNC2LI1,7
WDR60,DYNLL2,4
WDR60,DYNLT1,1
WDR60,DYNLRB1,4
WDR60,DYNLL1,5
WDR60,DYNLRB2,4
WDR60,DYNLT3,1
DYNLL2,WDR35,4
DYNLL2,IFT122,4
DYNLL2,IFT140,4
DYNLL2,WDR19,4
DYNLL2,IFT22,4
DYNLL2,HSPB11,4
DYNLL2,IFT27,4
DYNLL2,IFT43,4
DYNLL2,IFT46,4
DYNLL2,IFT80,4
DYNLL2,IFT81,4
DYNLL2,TCTEX1D2,4
DYNLL2,WDR34,4
DYNLL2,DYNC2H1,4
DYNLL2,DYNC2LI1,4
DYNLL2,WDR60,4
DYNLL2,DYNLT1,2
DYNLL2,DYNLRB1,4
DYNLL2,DYNLL1,24
DYNLL2,DYNLRB2,4
DYNLL2,DYNLT3,1
DYNLL2,DYNC1LI1,15
DYNLL2,DYNC1H1,17
DYNLL2,DYNC1I2,17
DYNLL2,DYNC1I1,15
DYNLL2,DYNC1LI2,15
DYNLT1,WDR35,1
DYNLT1,IFT122,1
DYNLT1,IFT140,1
DYNLT1,WDR19,1
DYNLT1,IFT22,1
DYNLT1,HSPB11,1
DYNLT1,IFT27,1
DYNLT1,IFT43,1
DYNLT1,IFT46,1
DYNLT1,IFT80,1
DYNLT1,IFT81,1
DYNLT1,TCTEX1D2,1
DYNLT1,WDR34,1
DYNLT1,DYNC2H1,1
DYNLT1,DYNC2LI1,1
DYNLT1,WDR60,1
DYNLT1,DYNLL2,2
DYNLT1,DYNLRB1,1
DYNLT1,DYNLL1,4
DYNLT1,DYNLRB2,1
DYNLT1,DYNLT3,1
DYNLT1,DYNC1LI1,4
DYNLT1,DYNC1H1,4
DYNLT1,DYNC1I2,2
DYNLT1,DYNC1I1,2
DYNLT1,DYNC1LI2,2
DYNLRB1,WDR35,4
DYNLRB1,IFT122,4
DYNLRB1,IFT140,4
DYNLRB1,WDR19,4
DYNLRB1,IFT22,4
DYNLRB1,HSPB11,4
DYNLRB1,IFT27,4
DYNLRB1,IFT43,4
DYNLRB1,IFT46,4
DYNLRB1,IFT80,4
DYNLRB1,IFT81,4
DYNLRB1,TCTEX1D2,4
DYNLRB1,WDR34,4
DYNLRB1,DYNC2H1,4
DYNLRB1,DYNC2LI1,4
DYNLRB1,WDR60,4
DYNLRB1,DYNLL2,4
DYNLRB1,DYNLT1,1
DYNLRB1,DYNLL1,4
DYNLRB1,DYNLRB2,4
DYNLRB1,DYNLT3,1
DYNLRB1,DYNC1LI1,1
DYNLRB1,DYNC1H1,3
DYNLRB1,DYNC1I2,3
DYNLRB1,DYNC1I1,1
DYNLRB1,DYNC1LI2,1
DYNLL1,WDR35,4
DYNLL1,IFT122,6
DYNLL1,IFT140,5
DYNLL1,WDR19,5
DYNLL1,IFT22,4
DYNLL1,HSPB11,4
DYNLL1,IFT27,4
DYNLL1,IFT43,4
